Wall time,Step,Value
1688096655.837985,0,0.8312079906463623
1688096696.3649347,1,0.9690456986427307
1688096737.2354186,2,0.9733402729034424
1688096784.3890684,3,0.9778855443000793
1688096827.3265538,4,0.9798935651779175
1688096870.132889,5,0.9803415536880493
1688096912.9192462,6,0.9815977811813354
1688096955.6728282,7,0.9825534820556641
1688096998.2386496,8,0.9827460050582886
1688097040.656632,9,0.9844648838043213
1688097084.3121748,10,0.98481684923172
1688097130.6400928,11,0.9846625328063965
1688097177.3627195,12,0.98564612865448
1688097224.8308165,13,0.9858734011650085
1688097271.9283524,14,0.9858428835868835
1688097318.3846006,15,0.9861290454864502
1688097365.2486174,16,0.986504077911377
1688097412.3050208,17,0.9871012568473816
1688097459.692845,18,0.9866997599601746
1688097507.254129,19,0.98771733045578
1688097555.3841152,20,0.9875057339668274
1688097603.1277716,21,0.9880282878875732
1688097651.356084,22,0.988300621509552
1688097699.852246,23,0.9877115488052368
1688097748.2528877,24,0.987706184387207
1688097796.3362043,25,0.9882317185401917
1688097844.5169115,26,0.9888648986816406
1688097892.5650465,27,0.9894549250602722
1688097940.9687672,28,0.9886828660964966
1688097989.3516402,29,0.9889789819717407
1688098038.1106906,30,0.9892618656158447
1688098086.2509212,31,0.9878093004226685
1688098134.8742497,32,0.9893730282783508
1688098183.8307657,33,0.9897974133491516
1688098233.0813918,34,0.9886859059333801
1688098282.2824042,35,0.9888947606086731
1688098332.0624979,36,0.9894167184829712
1688098381.9916184,37,0.9888293743133545
1688098431.1219661,38,0.9880064725875854
1688098479.8560712,39,0.990011990070343
1688098529.0950334,40,0.9892749190330505
1688098578.2140522,41,0.9875907897949219
1688098627.5803592,42,0.9878953695297241
1688098677.1378958,43,0.989938497543335
1688098726.7001243,44,0.9896777272224426
1688098776.0211668,45,0.9894992709159851
1688098825.6684217,46,0.9882349967956543
1688098875.8151565,47,0.9898333549499512
1688098926.1204574,48,0.989815354347229
1688098975.9216452,49,0.9890110492706299
1688099025.6656203,50,0.9875739812850952
1688099075.5305579,51,0.9907540678977966
1688099125.9184563,52,0.9889661073684692
1688099176.3067868,53,0.9912311434745789
1688099333.6766567,54,0.9905193448066711
1688099296.5712104,55,0.9885246157646179
1688099347.0425773,56,0.9884307980537415
1688099397.1340678,57,0.9904147982597351
1688099446.90269,58,0.9887875914573669
1688099496.3670363,59,0.989296019077301
1688099545.7076442,60,0.9891225099563599
1688099595.1097662,61,0.9895288944244385
1688099644.8073356,62,0.9900229573249817
1688099694.1732895,63,0.9878425598144531
1688099743.2830336,64,0.9901077747344971
1688099792.8511763,65,0.9911194443702698
1688099842.7449617,66,0.9904035925865173
1688099892.872887,67,0.9900922179222107
1688099943.8659892,68,0.9870914816856384
1688099994.0157433,69,0.9889882802963257
1688100044.0178208,70,0.9896814823150635
1688100094.2390094,71,0.9899901747703552
1688100144.5405316,72,0.9901598691940308
1688100194.8814452,73,0.9898455142974854
1688100244.6938007,74,0.9913821220397949
1688100294.792672,75,0.988761842250824
1688100344.4532628,76,0.9911522269248962
1688100394.1472359,77,0.9915805459022522
1688100444.041212,78,0.9906349778175354
1688100494.1486921,79,0.9904764294624329
1688100544.1449687,80,0.9913011789321899
1688100594.3116138,81,0.9912592172622681
1688100644.8635345,82,0.9889973402023315
1688100695.4873881,83,0.9911583662033081
1688100746.1894207,84,0.9892794489860535
1688100797.124735,85,0.9910367727279663
1688100847.730379,86,0.9907828569412231
1688100898.5124583,87,0.9907045364379883
1688100948.7931733,88,0.991315484046936
1688100999.3528526,89,0.990977942943573
1688101155.9362926,90,0.9908100962638855
1688101120.0635152,91,0.989994466304779
1688101170.4651706,92,0.9904751181602478
1688101221.0437493,93,0.9909536242485046
1688101271.5819387,94,0.9856851100921631
1688101322.2591474,95,0.9906059503555298
1688101372.692355,96,0.9876119494438171
1688101423.1712697,97,0.9914624691009521
1688101473.8215744,98,0.9909458756446838
1688101524.7094412,99,0.9911443591117859
