Wall time,Step,Value
1688096655.837962,0,0.895346462726593
1688096696.3649096,1,0.9511822462081909
1688096737.2353203,2,0.9574182033538818
1688096784.3890443,3,0.9624121189117432
1688096827.3265295,4,0.9645705819129944
1688096870.132865,5,0.9658452868461609
1688096912.9192219,6,0.9674301147460938
1688096955.6728044,7,0.9683259129524231
1688096998.2386258,8,0.9697746634483337
1688097040.6566086,9,0.9713250398635864
1688097084.3121507,10,0.9722035527229309
1688097130.6400683,11,0.9723603129386902
1688097177.3626955,12,0.9727582335472107
1688097224.830793,13,0.97322678565979
1688097271.9283285,14,0.9736471176147461
1688097318.384577,15,0.9741449952125549
1688097365.2485933,16,0.9741553068161011
1688097412.3049972,17,0.975256085395813
1688097459.6928213,18,0.9746273159980774
1688097507.2541053,19,0.9755127429962158
1688097555.3840911,20,0.9752026796340942
1688097603.1277483,21,0.9755868315696716
1688097651.3560612,22,0.9763258099555969
1688097699.8522232,23,0.9756712317466736
1688097748.2528403,24,0.97645503282547
1688097796.3361807,25,0.9761277437210083
1688097844.516888,26,0.9771165251731873
1688097892.565023,27,0.9772456884384155
1688097940.968744,28,0.9772078394889832
1688097989.3516166,29,0.9782379269599915
1688098038.1106672,30,0.9774696826934814
1688098086.2508976,31,0.977867603302002
1688098134.8742266,32,0.9785445928573608
1688098183.8307428,33,0.9779640436172485
1688098233.0813682,34,0.9769580364227295
1688098282.28238,35,0.9780398607254028
1688098332.0624745,36,0.9782982468605042
1688098381.991595,37,0.9778589606285095
1688098431.1219428,38,0.9773679971694946
1688098479.8560474,39,0.9781914353370667
1688098529.09501,40,0.9779588580131531
1688098578.2140284,41,0.9769907593727112
1688098627.5803354,42,0.9755954146385193
1688098677.1378722,43,0.9788064360618591
1688098726.7001,44,0.9785858988761902
1688098776.0211427,45,0.9785669445991516
1688098825.6683898,46,0.9783602356910706
1688098875.8151321,47,0.9789287447929382
1688098926.1204333,48,0.9786909818649292
1688098975.9216213,49,0.978656530380249
1688099025.6655962,50,0.9788202047348022
1688099075.530534,51,0.9796281456947327
1688099125.9184325,52,0.9783223867416382
1688099176.3067632,53,0.9800001978874207
1688099333.6766324,54,0.9788873791694641
1688099296.5711858,55,0.9783998727798462
1688099347.042553,56,0.9782792925834656
1688099397.1340435,57,0.9798434376716614
1688099446.9026668,58,0.9783396124839783
1688099496.3670132,59,0.9790389537811279
1688099545.7076206,60,0.9780433177947998
1688099595.1097426,61,0.9791544079780579
1688099644.807312,62,0.9793456196784973
1688099694.1732662,63,0.9782086610794067
1688099743.283008,64,0.9796074628829956
1688099792.8511524,65,0.9801070094108582
1688099842.7449389,66,0.9791423082351685
1688099892.8728633,67,0.9795833230018616
1688099943.8659647,68,0.9780570864677429
1688099994.0157187,69,0.9790286421775818
1688100044.0177968,70,0.9802930355072021
1688100094.2389863,71,0.9797073602676392
1688100144.5405085,72,0.9791371822357178
1688100194.8814216,73,0.9785979986190796
1688100244.6937764,74,0.9806806445121765
1688100294.7926486,75,0.9783499240875244
1688100344.4532392,76,0.9803326725959778
1688100394.1472116,77,0.9804067611694336
1688100444.0411882,78,0.980065643787384
1688100494.1486688,79,0.9800191521644592
1688100544.1449451,80,0.9807392358779907
1688100594.3115869,81,0.980952799320221
1688100644.8635108,82,0.978866696357727
1688100695.4873643,83,0.9806513786315918
1688100746.189397,84,0.9797624945640564
1688100797.1247118,85,0.9804497957229614
1688100847.7303545,86,0.9802482724189758
1688100898.5124345,87,0.9809889793395996
1688100948.7931492,88,0.981505811214447
1688100999.3528118,89,0.9800105690956116
1688101155.936269,90,0.9809287190437317
1688101120.063491,91,0.9804446697235107
1688101170.465147,92,0.9800036549568176
1688101221.0437255,93,0.9803808927536011
1688101271.5819151,94,0.9786720275878906
1688101322.259124,95,0.9806461930274963
1688101372.6923318,96,0.9799622893333435
1688101423.1712456,97,0.9808477163314819
1688101473.8215506,98,0.981481671333313
1688101524.709418,99,0.9800122380256653
