Wall time,Step,Value
1688096655.837888,0,0.4172520637512207
1688096696.3647866,1,0.36102789640426636
1688096737.2352595,2,0.3548433482646942
1688096784.3889663,3,0.350002259016037
1688096827.3264713,4,0.34796142578125
1688096870.1328025,5,0.3466494083404541
1688096912.9191494,6,0.34512898325920105
1688096955.6727426,7,0.34421128034591675
1688096998.2385514,8,0.34270015358924866
1688097040.6564682,9,0.34134745597839355
1688097084.3120484,10,0.34047868847846985
1688097130.6399918,11,0.3402540683746338
1688097177.362617,12,0.3398987650871277
1688097224.830717,13,0.33944377303123474
1688097271.9282491,14,0.3389780819416046
1688097318.3845046,15,0.33849701285362244
1688097365.2485065,16,0.3385377824306488
1688097412.3049216,17,0.337497740983963
1688097459.6927428,18,0.338100790977478
1688097507.2540293,19,0.33728277683258057
1688097555.384031,20,0.33752191066741943
1688097603.1276832,21,0.3371557593345642
1688097651.3560033,22,0.33646586537361145
1688097699.8521664,23,0.3371002674102783
1688097748.2527797,24,0.3363216519355774
1688097796.33612,25,0.3366393446922302
1688097844.5168262,26,0.33567067980766296
1688097892.5649633,27,0.3355978727340698
1688097940.9686844,28,0.3356396555900574
1688097989.3515544,29,0.33461815118789673
1688098038.1106083,30,0.3354119062423706
1688098086.2508395,31,0.3349313735961914
1688098134.8741653,32,0.33429625630378723
1688098183.8306835,33,0.3349207937717438
1688098233.0812943,34,0.3358401358127594
1688098282.2823076,35,0.3348637521266937
1688098332.0624027,36,0.3345910906791687
1688098381.991536,37,0.33504822850227356
1688098431.1218758,38,0.33550629019737244
1688098479.8559744,39,0.3346184492111206
1688098529.0949397,40,0.3348909020423889
1688098578.2139535,41,0.335839182138443
1688098627.5802608,42,0.33725619316101074
1688098677.1377969,43,0.33405378460884094
1688098726.7000132,44,0.3342984914779663
1688098776.021071,45,0.33432692289352417
1688098825.6683047,46,0.33448222279548645
1688098875.815057,47,0.33393701910972595
1688098926.1203551,48,0.33415675163269043
1688098975.9215329,49,0.33420029282569885
1688099025.665512,50,0.3340197801589966
1688099075.5304608,51,0.33327218890190125
1688099125.9183576,52,0.33453646302223206
1688099176.3066473,53,0.33289971947669983
1688099333.6765704,54,0.33406856656074524
1688099296.5711002,55,0.3345368802547455
1688099347.0424778,56,0.33461567759513855
1688099397.133971,57,0.333138108253479
1688099446.9025927,58,0.3345393240451813
1688099496.3669326,59,0.3338526487350464
1688099545.7075498,60,0.33489590883255005
1688099595.1096692,61,0.33370262384414673
1688099644.807237,62,0.3335062563419342
1688099694.1731918,63,0.33472394943237305
1688099743.282936,64,0.33329465985298157
1688099792.8510604,65,0.3328266441822052
1688099842.744865,66,0.33376848697662354
1688099892.8727934,67,0.33338817954063416
1688099943.865858,68,0.33482956886291504
1688099994.0156338,69,0.33384424448013306
1688100044.0177245,70,0.3325883150100708
1688100094.2389193,71,0.3331878185272217
1688100144.5404332,72,0.3337664306163788
1688100194.8813465,73,0.33434203267097473
1688100244.6936092,74,0.33225464820861816
1688100294.7925773,75,0.3345418870449066
1688100344.4531665,76,0.3326198160648346
1688100394.1470919,77,0.3325701653957367
1688100444.0411127,78,0.332851767539978
1688100494.148601,79,0.3329051434993744
1688100544.1448915,80,0.33217546343803406
1688100594.311496,81,0.33199357986450195
1688100644.8634374,82,0.3340744972229004
1688100695.4872842,83,0.3322995603084564
1688100746.1893117,84,0.3331860303878784
1688100797.1246355,85,0.33246371150016785
1688100847.7302265,86,0.33267098665237427
1688100898.5123572,87,0.33191606402397156
1688100948.7930725,88,0.3314802944660187
1688100999.3527353,89,0.33299070596694946
1688101155.9361982,90,0.33200424909591675
1688101120.0634139,91,0.3324822187423706
1688101170.4650517,92,0.332999050617218
1688101221.0436506,93,0.3325241208076477
1688101271.5818377,94,0.33425650000572205
1688101322.2590477,95,0.33230018615722656
1688101372.6922543,96,0.33299720287323
1688101423.1711671,97,0.33215856552124023
1688101473.8214712,98,0.331451952457428
1688101524.7093437,99,0.33289605379104614
